"ID","propertyCode","propertyName","propertyAddress","propertyCity","propertyState","propertyZip","propertyPhone","propertyFax","propertyEmail","propertyImage","propertyURL","propertyStatus","propertyPriceRange","propertyUnitType","propertySpecial","propertyMercial","propertyDescription","propertyHours","propertyPetPolicy","propertyDirections","propertyTheme","validation"
75,"103ASB","Asbury Plaza","5170 E Asbury Ave","Denver","CO","80246","(303)756-0651","(303)756-0584","asburymgr@greystar.com","asburyplaza.jpg","http://www.asburyplazaapts.com","Inactive","$525- $675","1-2 Bedrooms","","","Neighborhood Living In Southeast Denver...Minutes From Tech Center & Downtown...Located At Evans And I-25...
Quiet Living in Southeast Denver. Ashbury Plaza is nestled within an established neighborhood. We offer extra large 1 and 2 bedrooms. Plenty of offstreet parking is available to our residents and we have plenty of storage to accomadate your needs.","Monday-Friday: 9:00am to 6:00pm
Saturday: 10:00am to 4:00pm ","Cats & Dogs OK
Call for service animal policy","Start out going SOUTH on SHERMAN ST toward E COLFAX AVE/I-70 BL/US-287/US-40. 0 Turn RIGHT onto E COLFAX AVE/I-70 BL W/US-287 W/US-40 W. 1.36 Merge onto I-25 S/US-87 S toward COLO SPGS. 6.91 Take the EVANS AVE exit, EXIT 203. 0.25 Turn LEFT onto E EVANS AVE. 0.15 Turn LEFT onto S DAHLIA ST. 0.13 Turn RIGHT onto E ASBURY AVE. 
 ","Tan_Theme.css",""
76,"104BAA","Blake and Allison","1280 South Birch","Denver","CO","80246","(303)756-6396","(303)756-9175","blakeallison@greystar.com","blakeandallison.jpg","http://www.blakeandallisonapts.com","Inactive","$640-$1350","1-2 Bedrooms ","","","Welcome to Blake and Allison Apartments, a wonderful apartment community with everything you’re looking for. Take advantage of the indoor or outdoor pool. At Blake and Allison Apartments, you’re close to transportation, shopping, and entertainment. With a wide variety of apartment layouts to choose from, there’s a perfect home for you at Blake and Allison Apartments. ","Mon-Fri 9:00 to 6:00 <br />Saturday 10:00 - 4:00 ","We accept cats and small dogs with $250 dep. and $15-$20/mo. pet rent","From Colorado Blvd., go east on Louisiana. Turn Left on Birch into our parking lot. The Blake/Allison leasing office is on the left.","Sage_Theme.css",""
79,"65SPD","The Springs Dublin","7100 San Ramon Rd Office","Dublin","CA","94568","(925)829-9352","(925)829-0942","thespringsdublin@amcllc.net","thespringsdublin.jpg","http://www.springsdublinapts.com","active","1380-1665","1-2 Bedrooms","Call about our GREAT SPECIAL!","","Our property is conveniently located near the bart station,&nbsp;580/680 Freeways&nbsp;only minutes from theaters and award winning restaurants. Our sparkling pool, breath-taking views, and spacious floorplans will make you never want to leave home. You will truly appreciate our friendly on-site staff.","Mon-Fri 9:00 to 6:00 <br />Sat 10:00 to 5:00 <br />Sun 10:00 to 5:00","Pets under 30 pounds","From I-580, exit San Ramon/Foothill northbound. We&rsquo;re on the left. From I-680, exit Alcosta westbound; turn left on San ramon Valley Road. We&rsquo;re on the right.","Tan_Theme.css",""
106,"53RBA","Riverbend","845 W. 3900 S.","Salt Lake City","UT","84123","(801) 265-0880","(801) 262-8292","riverbend@amcllc.net","riverbend.jpg","http://www.riverbendamc.com","Active","$575-$800","1 & 2 Bedroom","Select units $610 with w/d hookups/ $99 Dep OAC","","Get the service you deserve at Riverbend. You`ll love your spacious one or two bedroom apartment home. At Riverbend, you`ll enjoy an array of amenities, both inside and out. With our convenient location close to dining, shopping and entertainment, you`re sure to be impressed! Visit Riverbend today!","Mon-Fri 9:00 to 6:00<br />Saturday 10:00 to 5:00","We welcome your cats and dogs, with some breed restrictions.&nbsp; 40 lbs and under please.","From I-15 exit 4500 S. and turn west on 4500 S. to 500 W. Drive North on 500 W. to 3900 S. Turn west onto 3900 South. Look for Riverbend on the south side.","Blue_Theme.css",""
107,"50LOP","Lookout Pointe","1200 Terrace Drive","Provo","UT","84604","(801) 377-5201","(801) 377-5201","lookoutpointe@amcllc.net","lookoutpointe.jpg","http://www.lookoutpointeapts.com","Active","Call for pricing","","","","The Lookout Pointe apartment community is perfectly nestled underneath the ""Y"" in Provo and overlooks the breathtaking Utah valley landscape. The apartments are beautifully landscaped with amenities including a pool, covered parking, two- tone painted beautiful apartments with a porch/patio, on site laundry facilities, vending, and are located within minutes of BYU campus.","","Lookout Pointe is happy to accept your pets, with a $250 non-refundable pet fee, and weight restrictions of 35 lbs.","Go South on I-15 and take the Provo Center Street exit. Follow the road as it curves around onto Center Street. Set out down Center Street until you get to 900 East. Turn left onto 900 East and continue down it until you reach 820 North; then turn right. You will go through a stop sign then up a large hill. At the top of that hill, take a left on Oakhill Drive. Follow the signs to the Lookout Pointe leasing office.","Tan_Theme.css",""
144,"156CRO","Crossing at Green Valley","2312 N Green Valley Parkway","Henderson","NV","89014","(702)435-0515","(702)435-1079","crossingatgreenvalley@amcllc.net","crossingatgreenvalley.jpg","http://www.crossingatgreenvalley.com","Active","$650-$830","1-2 Bedrooms","Reduced Rental Rates","","The Crossing at Green Valley offers distinctive floorplans with wood burning fireplaces*, wet bars, covered patios &amp; balconies, full-size washers &amp; dryers, central heating &amp; air conditioning, microwave ovens, dishwashers, ceiling fans,&nbsp; spectacular golf course views, two resort-style pools &amp; spas, club-style fitness center,&nbsp; clubhouse with gourmet kitchen, fireplace &amp; TV room with DVD, extra storage, covered parking and in walking distance to shopping, banking, library and services. ","Monday-Friday 9am - 6pm<br />Saturday &amp; Sunday 9pm- 5pm","Small pets under 35 lbs. welcome $300 pet fee plus&nbsp;$25 per month pet rent.","Take Sunset East to Green Valley Parkway. Turn Right on Green Valley Parkway. We&rsquo;re on the Left just before Warm Springs Road. ","Tan_Theme.css",""
156,"206BWY","Green Leaf At Broadway","8880 E Broadway","Tuscon","AZ","85710","(520)886-4139","(520)296-1592","greenleafatbroadway@amcllc.net","greenleafatbroadway.jpg","http://www.greenleafbroadway.com","Active","$535-$730","1-2 Bedrooms","","","Welcome to Greenleaf at Broadway Apartments. Enjoy a lush, beautifully landscaped community tucked away next to all the conveniences of city living, including a neighboring shopping center with a variety of stores and a main bus line that runs in front of our community. 
","Mon - Fri 9 - 5:30<BR>  
Saturday 10 - 5<BR>    
Sunday 12 - 4    
","Pet Deposit   $150  ( per pet )<BR> 
Pet Fee   $150  ( per pet )<BR> 
Pet Rent   $10    ( per month )<BR> 
Two pet limit per apartment. Weight and breed restrictions apply. 
","From I-10 - Take the East Broadway Blvd exit and head east approximately 9 miles. We are located on the south side of the street at 8880 East Broadway Blvd., just past McDonald&rsquo;s restaurant. 
","Blue_Theme.css",""
188,"133ASP","Aspen Pointe","5901 Pierce Street ","Arvada","CO","80077","(303)463-0688","(303)940-8633","aspenpointe@amcllc.net","aspenpointe.jpg","http://www.aspenpointeapts.com                 ","Active","$709-$1019","1-4+ Bedrooms","","","Nestled among the trees close to Old Towne Arvada, Aspen Point is country-style living with easy access to Denver and Boulder. With the addition of our new clubhouse, pool and exercise facility, residents have plenty of opportunities to be active and social without having to leave the community. Our lovely 1, 2, 3 and 4-bedroom floor plans include charming kitchens with built-in microwaves, dishwashers, air conditioning, window coverings, ceiling fans and sliding glass doors. Step outside and find a lush green belt that is perfect for picnics and outdoor gatherings.","Monday-Friday: 8:30am to 5:30pm<br />Saturday: 10:00am to 4:00pm ","Cats &amp; Dogs OK Call for service animal policy","<p>I-70 - Wadsworth, Wadsworth North - Ralston, Ralston East - Pierce, Pierce North - 5901 Pierce Left Hand Side Behind Arvada Creek Park.</p><p>&nbsp;</p>","Tan_Theme.css",""
90,"68SVA","Sierra Village","5416 Jackston Street","North Highlands","CA","95660","(916) 344-1353","(916) 344-2523","sierravillage@amcllc.net","Sierra Village.jpg","http://www.sierravillageapts.com","Active","$625-$800","1-2 Bedrooms","$280.00 M/I and no rent until 6/1/09 (oac)","","We offer one and two bedroom apartments,in a charming country setting, within a controlled access community with easy access to I-80 and McClellan AFB. Enjoy our sparkling pool and spa, workout in our fitness center or enjoy the outdoor exercise on our tennis court. We have everything you need at a price you can afford! E-mail us at sierravillageapts@amcllc.net","<p>Mon-Fri&nbsp;8:00 to 5:00 <br />Sat - closed (by appointment only)</p><p>Sun - closed </p><p>&nbsp;</p>","Under 25lbs, $250 deposit &amp; $15 per month pet rent&nbsp;","Take I-80 East to Reno. Exit Madison Ave. and go north. Follow Madison to Jackson and turn right. We are on the right.","Tan_Theme.css",""
91,"98SWT","Southwest Village","777 North 59th Avenue","Phoenix","AZ","85043","(602) 278-0936","(602) 278-5285","southwestvillage@amcllc.net","southwest village.jpg","http://www.southwestvillageapts.com","Active","484-724","Studios, 1& 2 Bedrooms","$299 Move in OAC ","","THERE IS JUST NO SUBSTITUTE FOR QUALITY, AFFORDABLE LIVING. Have you been searching for the best rate only to find your lifestyle is sacrificed? Well, look no further - Southwest Village is the answer. In addition to our abundant amenities, we offer spacious floorplans that are affordably priced. And our location just can&rsquo;t be surpassed - tucked away from the beaten path, we are still close to schools, shopping, restaurants and I-10. Southwest Village Apartments...everything you&rsquo;ve been searching for...and more.","Mon-Fri 9:00 to 6:00 <br />Sat.: 10:00 - 5:00 <br />Sun.: 11:00 - 4:00","Weight Restriction:&nbsp;up to 100&nbsp;lbs. Deposit: $300- $500&nbsp;- Restrictions Apply","Take I-10 west, exit at 59th Avenue. Go south 3 blocks, we&rsquo;re on your left.","Tan_Theme.css",""
57,"51CHR","Christopher Village","4935 Old Post Road","Ogden","UT","84403","(801)479-7105","(801)479-7106","christophervillage@amcllc.net","christophervillage.jpg","http://www.christophervillage.com","Active","$714-$725.00","1050 sq. ft. 2 Bedroom","$1000 in Free Rent with 12 month lease!","","<p style=""margin: 0in 0in 0pt"" class=""MsoNormal""><font face=""Times New Roman"" size=""3"">Take advantage of the superior atmosphere and attractive mountain views at Christopher Village.<span>&nbsp; </span>The huge design of our 2 bedroom floorplans are sure to satisfy your desire for the perfect apartment home.<span>&nbsp; </span>Choose a 2 bedroom with a den or with a patio!<span>&nbsp; </span>You are sure to enjoy 1050 sq. ft. of living space.<span>&nbsp; </span>Christopher Village is Close to Everything&hellip; WSU, Dining and Entertainment.<span>&nbsp; </span>Tour Today!<span>&nbsp; </span>We are waiting for you. </font></p><p>&nbsp;</p>","Tues-Fri 9:00 to 5:00 <br />Saturday 10:00 to 2:00 ","We welcome your pets!&nbsp; No weight restrictions, just aggressive breed restrictions.&nbsp; $400 Deposit (1/2 refundable) and just $25 per month.","From I-15 North, exit onto Highway 89 at Farmington. Continue north to Harrison Boulevard. (approximately 13.5 miles). Turn right onto Harrison. Follow approximately two miles to 4800 South, turn right. Head east to Old Post Road. Turn right and we are just ahead. Office is #21.","Tan_Theme.css",""
72,"94GWA","Gentrys Walk","1313 South Val Vista","Mesa","AZ","85204","(480)830-2988","(480)830-8546","gentryswalk@amcllc.net","gentryswalk.jpg","http://www.gentryswalkapts.com","Active","$499-$659","1-2 Bedrooms","* $199 MOVE IN SPECIAL & NO RENT UNTIL 06/01/09!! *","","<p>A WORLD&nbsp; OF CONVENIENCE IS YOURS WHEN YOU MAKE YOUR NEW HOME AT GENTRY&rsquo;S WALK. Your new home is conveniently located near shopping, entertainment, dining, freeway access and minutes from major employers. Our superb location offers you comfort and quality you&rsquo;re looking for in your new home. Call us today to schedule a personal tour of Gentry&rsquo;s Walk!</p><p>WHEN ONE DOOR CLOSES, ANOTHER DOOR OPENS. AMC UNDERSTANDS FORECLOSURES.</p>","<p>Mon-Fri 9:00 to 6:00<br />Saturday 10:00 to 5:00</p><p>Sunday 12:00 to 5:00</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","Cats Only ","From US 60, exit north on Val Vista. We are just ahead on the east side of the street. ","Blue_Theme.css",""
77,"105BHA","Brittania Heights","1251 South Bellaire Street","Denver","CO","80246","(303)758-6131","(303)758-2779","brittaniaheights@greystar.com","brittaniaheights.jpg","http://www.brittaniaheightsapts.com","Inactive","$425-$805","Studio, 1-2 Bedroom","","","***GREAT LOCATION*** Puts you at the heart of whats happening in Denver. Central to Cherry Creek, Lo-Do & Downtown, Denver Tech. Center, Restaurants, Nightlife and more.","Mon-Fri 9:00 to 6:00 <br />Saturday 10:00 to 4:00 <br />Sunday  Closed","Cats only!","GREAT LOCATION! I-25 TO COLORADO BLVD-NORTH ON COLORADO BLVD-RIGHT ON LOUISANA-LEFT ON BELLAIRE-NEAR LOEW’S GIORGIO HOTEL ","Tan_Theme.css",""
81,"64HUN","The Huntington","8400 Edinger Ave.","Huntington Beach","CA","92647","(714)847-9605","(714)847-0455","thehuntington@amcllc.net","thehuntington.jpg","http://www.thehuntingtonapts.com","active","$1251.00-$1795.00","Jr, 1, and2  Bedrooms","Call Today For Your Holiday Savings!!!!","","THE HUNTINGTON is a distinctive community featuring lofty balconies and shaded patios, an elegant recreation center with community lounge, and abundant landscaping with lighted pathways. Convenient to shopping, freeways, beaches&nbsp;and restaurants.","Mon-Fri 9:00 to 6:00 <br />Saturday 9:00 to 5:00 <br />Sunday 10:00 to 5:00","Cats and Dogs welcome up to 35 lbs. full grown","","Sage_Theme.css",""
85,"99CCA","Covina Court","1821 East Covina","Mesa","AZ","85203","(480) 962-1237","(480) 962-1974","covinacourt@amcllc.net","covinacourt.jpg","http://www.covinacourtapartments.com","Active","$499-$599","1-2 Bedrooms","299.00 move in 1 month free","","<p>Welcome to Covina Court Apartments. Discover the perfect choice for your new home. Our quaint park-like community is in a&nbsp;prime location that&nbsp;offers a variety of shopping, banks and restaurants. Same day approval and large pets welcome. Call us today to schedule your visit. Se Habla Espanol. </p><p>&nbsp;</p><p>&nbsp;</p><p>*Pricing is Subject to change and availability</p>","<p>M-F: 9:00 AM - 6:00 PM Sat: 10:00 AM - 5:00 PM Sun: 12-4</p><p>Our last tour is 30 minutes prior to close</p>","Pets Allowed: Cats ,and &nbsp;Large Dogs&nbsp;. Breed restrictions apply.","Take US 60 to Gilbert Road, and exit north to University Drive. Go left (west) on University Drive past shopping center, and make first right. Covina Court Apartments are ahead on the left side next to Fry&rsquo;s Grocery Store and Wells Fargo Bank.","Tan_Theme.css",""
